,Shipment Date,Matching Fields,Consignee,Consignee Full Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg),is_weapon
72,2019-10-15,HS Code (4-digit): 9304,Craft Multimodal Ltda,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal-Ltda/38528680,Logistics,Carotrans International Inc.,"1309 Temple Grove Ct, Winter Park, FL 32789, USA",stephenr@carotrans.com,+1 281 591 1222,,https://panjiva.com/Carotrans-International-Inc/1392116,,CRAFT MULTIMODAL,93040000,2 PALLET OF    SPORTING GOODS AIR PISTOL,0.07,669.0,True
73,2019-10-13,HS Code (4-digit): 9304,Access Logistics,"Av. Cel. Marcos Konder, 1024 - SALA 13 B - Centro, Itajaí - SC, 88301-302, Brazil",,,,https://panjiva.com/Access-Logistics/46482183,Logistics,"Trans China Logistics Co., Ltd.","Hong Kong Island, Hong Kong",,,,https://panjiva.com/Trans-China-Logistics-Co-Ltd/44923228,Logistics,ACCESS GLOBAL LOGISTICS,93040000,1 X 40 CONTAINERS CONTAINING 550 CARTONS OF AIR RIFLE,2.0,7763.0,True
74,2019-10-08,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Trans China Logistics Co., Ltd.","Hong Kong Island, Hong Kong",,,,https://panjiva.com/Trans-China-Logistics-Co-Ltd/44923228,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 40 CONTAINERS CONTAINING 679 CARTONS OF AIR RIFLE COMPRESSED AIR PRESSURE GUNS,2.0,8524.0,True
75,2019-10-07,HS Code (4-digit): 9304,Craft Multimodal Ltda,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal-Ltda/38528680,Logistics,"Syntrans International Logistics Co., Ltd.","Hong Kong Island, Hong Kong",,,,https://panjiva.com/Syntrans-International-Logistics-Co-Ltd/36054471,Logistics,CRAFT MULTIMODAL,93040000,1 X 40 CONTAINERS CONTAINING 658 CARTONS OF SPORTING GOODS,2.0,8384.0,True
76,2019-09-29,HS Code (4-digit): 9304,Nautika Comercial De Artigos Para Lazer Ltda,"R. Santana de Ipanema, 597 - Cumbica, Guarulhos - SP, Brazil",,+55 11 20854 4647,,https://panjiva.com/Nautika-Comercial-De-Artigos-Para-Lazer-Ltda/4286855,Manufacturer,Maytrans International Corp,Taiwan,,,,https://panjiva.com/Maytrans-International-Corp/44911693,,NEW TRAFIC LOGISTICA INTERNACIONAL & TRANSPORTE LTDA,93040000,1 X 40 CONTAINERS CONTAINING 390 CARTONS OF TOY MODELS AND ACCESSORIES,2.0,6991.0,True
77,2019-09-10,HS Code (4-digit): 9304,Access Logistics,"Av. Cel. Marcos Konder, 1024 - SALA 13 B - Centro, Itajaí - SC, 88301-302, Brazil",,,,https://panjiva.com/Access-Logistics/46482183,Logistics,Pgs Logistics,Hong Kong,,,,https://panjiva.com/Pgs-Logistics/46487842,Logistics,ACCESS GLOBAL LOGISTICS,93040000,1 X 40 CONTAINERS CONTAINING 527 CARTONS OF AIRSOFT PRESSURE GUNS  OF PERMITED USE CALIBER 6MM,2.0,4608.0,True
78,2019-09-10,HS Code (4-digit): 9304,Soprano Fechaduras E Ferragens Sa,AV DAS INDUSTRIAS 400 SALA A DISTRITO INDUSTRIAL - FARROUPILHA - RS - 95180000,,,,https://panjiva.com/Soprano-Fechaduras-E-Ferragens-SA/42362308,,"Owners Logistics Co., Ltd.",China,,,,https://panjiva.com/Owners-Logistics-Co-Ltd/44912806,Logistics,ACCESS GLOBAL LOGISTICS,93040000,1 X 22 CONTAINERS CONTAINING 470 CARTONS OF AIRSOFT PRESSURE GUN  OF PERMITED USE CALIBER 6MM,1.0,6297.0,True
79,2019-09-10,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Trans China Logistics Co., Ltd.","Hong Kong Island, Hong Kong",,,,https://panjiva.com/Trans-China-Logistics-Co-Ltd/44923228,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 40 CONTAINERS CONTAINING 374 CARTONS OF AIR RIFLE COMPRESSED AIR PRESSURE GUNS,2.0,9323.0,True
80,2019-08-31,HS Code (4-digit): 9304,Aaen Industria & Comercio De Artigos Esportivos Ltda,"Rua Esmeralda Martini Paula, 301 - Comercial Vitoria Martini, Indaiatuba - SP, 13347, Brazil",,,,https://panjiva.com/Aaen-Industria-Comercio-De-Artigos-Esportivos-Ltda/69699296,,Nvo Consolidation Bv,Germany,,,,https://panjiva.com/Nvo-Consolidation-BV/38528486,,MSL CORPORATE,93040000,3 PALLET OF AIR RIFLE,0.02,107.0,True
81,2019-08-26,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 20 CONTAINERS CONTAINING 9 PALLET OF AIRRIFLE,1.0,5750.0,True
82,2019-08-19,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 20 CONTAINERS CONTAINING 9 PALLET OF AIRRIFLE,1.0,6285.0,True
83,2019-08-17,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Formosa Transportation Co., Ltd.",South Korea,,,,https://panjiva.com/Formosa-Transportation-Co-Ltd/36055680,Logistics,FIGWAL TRANSPORTES INTERNACIONAIS LTDA,93040000,1 X 22 CONTAINERS CONTAINING 591 CARTONS OF SPORTING GOODS AIRSOFT,1.0,5086.0,True
84,2019-08-14,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 20 CONTAINERS CONTAINING 694 CARTONS OF SPORTINGS GOODS,1.0,5176.0,True
85,2019-08-05,HS Code (4-digit): 9304,Access Logistics,"Av. Cel. Marcos Konder, 1024 - SALA 13 B - Centro, Itajaí - SC, 88301-302, Brazil",,,,https://panjiva.com/Access-Logistics/46482183,Logistics,"Trans China Logistics Co., Ltd.","Hong Kong Island, Hong Kong",,,,https://panjiva.com/Trans-China-Logistics-Co-Ltd/44923228,Logistics,ACCESS GLOBAL LOGISTICS,93040000,1 X 40 CONTAINERS CONTAINING 1007 CARTONS OF AIR RIFLE 5 5MM 4 5MM,2.0,15562.0,True
87,2019-07-29,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Aurora International Logistic Co., Ltd.",China,,,,https://panjiva.com/Aurora-International-Logistic-Co-Ltd/36083802,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,2 X 40 CONTAINERS CONTAINING 1906 CARTONS OF AIR RIFLE,4.0,21031.0,True
88,2019-07-08,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 20 CONTAINERS CONTAINING 9 PALLET OF SPORTING GOODS AIRRIFLE,1.0,6550.0,True
89,2019-06-21,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 40 CONTAINERS CONTAINING 485 CARTONS OF  SPRING PISTOL,2.0,8527.0,True
90,2019-06-18,HS Code (4-digit): 9304,Aston Artigos Esportivos Ltda Me,"Rua Fagundes Varela, 1419 - Jardim Social, Matriz, Curitiba - PR, 82520-040, Brazil",,,,https://panjiva.com/Aston-Artigos-Esportivos-Ltda-Me/36707685,,Saco Shipping,Belgium,,,,https://panjiva.com/Saco-Shipping/36064808,Logistics,ALLINK TRANSPORTES INTERNACIONAIS LTDA,93040000,2 PALLET OF AIR RIFLES,0.06,529.0,True
91,2019-06-16,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 40 CONTAINERS CONTAINING 17 PALLET OF AIRRIFLE,2.0,5953.0,True
92,2019-06-01,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 40 CONTAINERS CONTAINING 627 CARTONS OF  SPRING PISTOL,2.0,6919.0,True
93,2019-05-06,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 20 DRY CONTAINERS CONTAINING 7 PALLET OF AIRRIFLE,1.0,4370.0,True
94,2019-05-05,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Star Trans Logistics Co., Ltd.",Singapore,,,,https://panjiva.com/Star-Trans-Logistics-Co-Ltd/60861768,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,1 X 40 CONTAINERS CONTAINING 492 CARTONS OF SPRING PISTOL INCL.RECHARGEABLE BATTERY,2.0,9022.0,True
95,2019-04-21,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Star Trans Logistics Co., Ltd.",Singapore,,,,https://panjiva.com/Star-Trans-Logistics-Co-Ltd/60861768,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,SPORTING GOODS AIRSOFT,1.0,3643.0,True
96,2019-03-31,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,AIR RIFLE,2.0,7502.0,True
97,2019-03-23,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Star Trans Logistics Co., Ltd.",Singapore,,,,https://panjiva.com/Star-Trans-Logistics-Co-Ltd/60861768,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,"02 20´ X 8´ X 8´6"" GENERAL PU SLAC 1280 CARTON SPORTING GOODS AIRSOFT",2.0,11517.0,True
98,2019-03-23,HS Code (4-digit): 9304,Companhia Brasileira De Cartuchos,"Rod. Buarque de Macedo, 3133 - Faxinal, Montenegro - RS, 95780-000, Brazil",,,,https://panjiva.com/Companhia-Brasileira-De-Cartuchos/46481945,,Global Goodwill Logistics Corporation,Japan,,,,https://panjiva.com/Global-Goodwill-Logistics-Corporation/37903638,Logistics,IMPORTCARGO DO BRASIL AGENCIAMENTO DE CARGAS LTDA ME,93040000,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 1,295 CARTONS AIR RIFLE,CARABINAS DE PRESSAO",2.0,14155.0,True
99,2019-03-13,HS Code (4-digit): 9304,New Trafic Logistica International E Transporte Ltda,"R. Arizona, 1426 - Cidade Monções, São Paulo - SP, 04567-003, Brazil",,,,https://panjiva.com/New-Trafic-Logistica-International-E-Transporte-Ltda/41535237,Logistics,Global Cargo Corp,"2115 NW 84th Ave, Doral, FL 33122, USA",,,,https://panjiva.com/Global-Cargo-Corp/39204705,Logistics,NEW TRAFIC LOGISTICA INTERNACIONAL & TRANSPORTE LTDA,93040000,"20 PALLET PARTS FOR AIR,PAINT PISTOL",1.0,4837.0,True
100,2019-02-14,HS Code (4-digit): 9304,Access Logistics,"Av. Cel. Marcos Konder, 1024 - SALA 13 B - Centro, Itajaí - SC, 88301-302, Brazil",,,,https://panjiva.com/Access-Logistics/46482183,Logistics,"Owners Logistics Co., Ltd.",China,,,,https://panjiva.com/Owners-Logistics-Co-Ltd/44912806,Logistics,ACCESS GLOBAL LOGISTICS,93040000,"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 513 CARTONS AIRSOFT PRESSURE GUN OF PERMITED USE CALIBER",1.0,6950.0,True
101,2019-02-12,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,SPRING PISTOL,4.0,13086.0,True
102,2019-02-05,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,370 CARTONS AIR RIFLE COMPRESSED AIR PRESSURE GUNS,2.0,9045.0,True
103,2019-02-03,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,AIR RIFLE,2.0,6857.0,True
104,2019-01-29,HS Code (4-digit): 9304,Companhia Brasileira De Cartuchos,"Rod. Buarque de Macedo, 3133 - Faxinal, Montenegro - RS, 95780-000, Brazil",,,,https://panjiva.com/Companhia-Brasileira-De-Cartuchos/46481945,,"Wuxi Bam Co., Ltd.","517 Datong Rd, Binhu Qu, Wuxi Shi, Jiangsu Sheng, China, 214028",,,,https://panjiva.com/Wuxi-Bam-Co-Ltd/62573027,,COMPANHIA BRASILEIRA DE CARTUCHOS,93040000,"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 350 CARTONS AIR RIFLE,CARABINAS DE PRESSAO",1.0,2800.0,True
105,2019-01-29,HS Code (4-digit): 9304,Companhia Brasileira De Cartuchos,"Rod. Buarque de Macedo, 3133 - Faxinal, Montenegro - RS, 95780-000, Brazil",,,,https://panjiva.com/Companhia-Brasileira-De-Cartuchos/46481945,,"Wuxi Bam Co., Ltd.","517 Datong Rd, Binhu Qu, Wuxi Shi, Jiangsu Sheng, China, 214028",,,,https://panjiva.com/Wuxi-Bam-Co-Ltd/62573027,,COMPANHIA BRASILEIRA DE CARTUCHOS,93040000,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 1,295 CARTONS AIR RIFLE,CARABINAS DE PRESSAO",2.0,14155.0,True
106,2019-01-21,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 251 CARTON SPRING PISTOL",1.0,4476.0,True
107,2019-01-13,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,AIR RIFLE,2.0,10987.0,True
108,2019-01-08,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Shenzhen Top Save Logistics Co., Ltd.",China,,,,https://panjiva.com/Shenzhen-Top-Save-Logistics-Co-Ltd/48506204,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,377 CARTONS  SPRING PISTOL,2.0,6282.0,True
109,2019-01-01,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Star Trans Logistics Co., Ltd.",Singapore,,,,https://panjiva.com/Star-Trans-Logistics-Co-Ltd/60861768,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 370 CARTONS AIR RIFLE COMPRESSED AIR PRESSURE GUNS",2.0,9051.0,True
110,2018-12-23,HS Code (4-digit): 9304,C&R Comercio De Artigos Esportivos Ltda Me,"Rua Pedro Eloy de Souza, 453 - Bairro Alto, Boa Vista, Curitiba - PR, 82820-130, Brazil",,,,https://panjiva.com/C-R-Comercio-De-Artigos-Esportivos-Ltda-Me/36035493,,Globelink International Forwarders,Thailand,,,,https://panjiva.com/Globelink-International-Forwarders/36043333,Logistics,CRAFT MULTIMODAL,93040000,34 CARTON AIRSOFT,0.1,592.0,True
111,2018-12-23,HS Code (4-digit): 9304,C&R Comercio De Artigos Esportivos Ltda Me,"Rua Pedro Eloy de Souza, 453 - Bairro Alto, Boa Vista, Curitiba - PR, 82820-130, Brazil",,,,https://panjiva.com/C-R-Comercio-De-Artigos-Esportivos-Ltda-Me/36035493,,Globelink International Forwarders,Thailand,,,,https://panjiva.com/Globelink-International-Forwarders/36043333,Logistics,CRAFT MULTIMODAL,93040000,124 CARTON AIRSOFT,0.4,2328.0,True
112,2018-12-11,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Star Trans Logistics Co., Ltd.",Singapore,,,,https://panjiva.com/Star-Trans-Logistics-Co-Ltd/60861768,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,"02 20´ X 8´ X 8´6"" GENERAL PU SLAC 1,041 CARTON SPORTING GOODS",2.0,8540.0,True
113,2018-12-09,HS Code (4-digit): 9304,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Nora Uluslararasi Nakliyat Ithalat Ihracat Ticaret Ltd. Sti,Turkey,,,,https://panjiva.com/Nora-Uluslararasi-Nakliyat-Ithalat-Ihracat-Ticaret-Ltd-Sti/36056565,,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,AIRRIFLE,2.0,8341.0,True
114,2018-12-02,HS Code (4-digit): 9304,Access Logistics,"Av. Cel. Marcos Konder, 1024 - SALA 13 B - Centro, Itajaí - SC, 88301-302, Brazil",,,,https://panjiva.com/Access-Logistics/46482183,Logistics,"Owners Logistics Co., Ltd.",China,,,,https://panjiva.com/Owners-Logistics-Co-Ltd/44912806,Logistics,ACCESS GLOBAL LOGISTICS,93040000,"1285 PACKAGE CONTAINS AIRSOFT PRESSURE GUNS OF PERMITED USE CALIBER 6MM,4,5MM",2.0,6350.0,True
115,2018-11-27,HS Code (4-digit): 9304,Amadeo Rossi S A Metalrgica,"Rua Amadéo Rossi, 143 - Morro do Espelho, São Leopoldo - RS, Brazil",,+55 51 3591 2100,,https://panjiva.com/Amadeo-Rossi-S-A-Metalrgica/36031185,Manufacturer,"Star Trans Logistics Co., Ltd.",Singapore,,,,https://panjiva.com/Star-Trans-Logistics-Co-Ltd/60861768,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93040000,"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 368 CARTON SPORTING GOODS AIRSOFT",1.0,3113.0,True
116,2018-11-18,HS Code (4-digit): 9304,Nautika Comercial De Artigos Para Lazer Ltda,"R. Santana de Ipanema, 597 - Cumbica, Guarulhos - SP, Brazil",,+55 11 20854 4647,,https://panjiva.com/Nautika-Comercial-De-Artigos-Para-Lazer-Ltda/4286855,Manufacturer,Crosman Corporation,China,,,,https://panjiva.com/Crosman-Corporation/59996566,,NAUTIKA COMERCIAL DE ARTIGOS PARA LAZER LTDA,93040000,500 CARTONS AIR RIFLE,1.0,5165.0,True
117,2018-11-14,HS Code (4-digit): 9304,Importcargo Do Brasil Agenciamento De Cargas Ltda Me,"R. Araranguá, 205 - São Jorge, Novo Hamburgo - RS, 93534-220, Brazil",,,,https://panjiva.com/Importcargo-Do-Brasil-Agenciamento-De-Cargas-Ltda-Me/39204149,"Manufacturer, Trading Company, Logistics",Global Goodwill Logistics Corporation,"Iran, Tehran, Iran",,,,https://panjiva.com/unv/Global-Goodwill-Logistics-Corporation/36046157,Logistics,IMPORTCARGO DO BRASIL AGENCIAMENTO DE CARGAS LTDA ME,93040000,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 1445 CARTONS AIR RIFLE",2.0,15355.0,True
